STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/22/2020,68,",,W",57,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/23/2020,67,",,W",57,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/24/2020,66,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/25/2020,72,",,W",52,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/26/2020,80,",,W",56,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/27/2020,87,",,W",62,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/28/2020,75,",,W",57,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/29/2020,78,",,W",55,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/30/2020,83,",,W",58,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,7/31/2020,77,",,W",59,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/1/2020,74,",,W",57,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/2/2020,77,",,W",56,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/3/2020,77,",,W",61,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/4/2020,78,",,W",57,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/5/2020,75,",,W",57,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/6/2020,62,",,W",53,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/7/2020,70,",,W",52,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/8/2020,67,",,W",55,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/9/2020,72,",,W",52,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/10/2020,75,",,W",56,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/11/2020,70,",,W",53,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/12/2020,68,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/13/2020,70,",,W",51,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/14/2020,74,",,W",55,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/15/2020,80,",,W",56,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/16/2020,100,",,W",61,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/17/2020,83,",,W",61,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/18/2020,75,",,W",59,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/19/2020,78,",,W",59,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/20/2020,78,",,W",61,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/21/2020,69,",,W",58,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/22/2020,70,",,W",55,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/23/2020,71,",,W",52,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/24/2020,72,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/25/2020,72,",,W",52,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/26/2020,72,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/27/2020,75,",,W",52,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/28/2020,75,",,W",55,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/29/2020,68,",,W",54,",,W"
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",47.90778,-122.28028,184.7,8/30/2020,71,",,W",51,",,W"
